result_id,model_id,decision,construct,window,modality,comparator,population,rationale,factor
AUDIT-0207,NONE,HOLD,Pain,2–6 h after craniotomy,TEAS,Sham,Available-case/completer analysis (115 analyzed),"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: NOT REPORTED",
AUDIT-0208,NONE,EXCLUDE,Adverse events,0–24 h testing period,TEAS,Sham,Available-case/completer analysis (115 analyzed),"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: The article prospectively listed malignant arrhythmia, abnormal blood-pressure fluctuation, fainting, serious pain and local infection as TEAS adverse events.",
AUDIT-0209,NONE,HOLD,Pain,1 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0210,NONE,HOLD,Pain,6 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0211,NONE,HOLD,Pain,24 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0212,NONE,HOLD,Pain,48 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0213,NONE,HOLD,Pain,1 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0214,NONE,HOLD,Pain,6 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0215,NONE,HOLD,Pain,48 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0216,NONE,HOLD,Pain,1 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0217,NONE,HOLD,Pain,6 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0218,NONE,HOLD,Pain,24 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0219,NONE,HOLD,Pain,48 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0220,NONE,HOLD,Pain,1 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0221,NONE,HOLD,Pain,6 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0222,NONE,HOLD,Pain,48 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0223,NONE,HOLD,Pain,1 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0224,NONE,HOLD,Pain,6 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0225,NONE,HOLD,Pain,24 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0226,NONE,HOLD,Pain,48 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0227,NONE,HOLD,Pain,1 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0228,NONE,HOLD,Pain,6 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0229,NONE,HOLD,Pain,48 h,TEAS,Sham,Available-case/completer analysis,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical values are not printed in text/table. No visual digitization performed.",
AUDIT-0230,NONE,EXCLUDE,PONV,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0231,NONE,EXCLUDE,PONV,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0232,NONE,EXCLUDE,PONV,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0233,NONE,EXCLUDE,PONV,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0234,NONE,EXCLUDE,PONV,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0235,NONE,EXCLUDE,PONV,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0236,NONE,EXCLUDE,Rescue antiemetic,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0237,NONE,EXCLUDE,Rescue antiemetic,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0238,NONE,EXCLUDE,Rescue antiemetic,Within 48 h after surgery,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0239,NONE,EXCLUDE,Patient satisfaction,Postoperative assessment; exact clock time not separately stated,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0240,NONE,EXCLUDE,Patient satisfaction,Postoperative assessment; exact clock time not separately stated,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0241,NONE,EXCLUDE,Patient satisfaction,Postoperative assessment; exact clock time not separately stated,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Only percentages and 95% confidence intervals are printed. Raw event counts are NOT REPORTED and were not reverse-engineered.,
AUDIT-0242,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors converted intraoperative sufentanil/remifentanil to a study-defined morphine metric using their stated equivalencies. Preserve as author-defined; do not mix automatically with standardized postoperative IV MME.,
AUDIT-0243,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors converted intraoperative sufentanil/remifentanil to a study-defined morphine metric using their stated equivalencies. Preserve as author-defined; do not mix automatically with standardized postoperative IV MME.,
AUDIT-0244,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Authors converted intraoperative sufentanil/remifentanil to a study-defined morphine metric using their stated equivalencies. Preserve as author-defined; do not mix automatically with standardized postoperative IV MME.,
AUDIT-0245,NONE,EXCLUDE,Functional recovery,Postoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0246,NONE,EXCLUDE,Functional recovery,Postoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0247,NONE,EXCLUDE,Functional recovery,Postoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0248,NONE,EXCLUDE,Functional recovery,Postoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0249,NONE,EXCLUDE,Functional recovery,Postoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0250,NONE,EXCLUDE,Functional recovery,Postoperative,TEAS,Sham,Available-case/completer analysis,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0257,NONE,EXCLUDE,Adverse events,0–48 h postoperative,TEAS,Sham,Available-case/completer analysis,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Specific monitored TEAS side effects included local irritation, redness, contact dermatitis and muscle ache.",
AUDIT-0258,NONE,EXCLUDE,Adverse events,0–48 h postoperative,TEAS,Sham,Available-case/completer analysis,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Specific monitored TEAS side effects included local irritation, redness, contact dermatitis and muscle ache.",
AUDIT-0259,NONE,EXCLUDE,Adverse events,0–48 h postoperative,TEAS,Sham,Available-case/completer analysis,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Specific monitored TEAS side effects included local irritation, redness, contact dermatitis and muscle ache.",
AUDIT-0260,NONE,EXCLUDE,Pain,0–24 h mean across 6-hourly assessments,EA,Sham,All randomized/analyzed,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Table footnote states these are mean values over 24 h, not the exact 24-h point measurement.",
AUDIT-0261,NONE,EXCLUDE,Pain,0–24 h mean across 6-hourly assessments,EA,Sham,All randomized/analyzed,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Table footnote states these are mean values over 24 h, not the exact 24-h point measurement.",
AUDIT-0262,NONE,EXCLUDE,Pain,6 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0263,NONE,EXCLUDE,Pain,12 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0264,NONE,EXCLUDE,Pain,18 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0265,NONE,EXCLUDE,Pain,24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0266,NONE,EXCLUDE,Pain,6 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0267,NONE,EXCLUDE,Pain,12 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0268,NONE,EXCLUDE,Pain,18 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0269,NONE,EXCLUDE,Pain,24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,
AUDIT-0270,NONE,EXCLUDE,PONV,0–24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,
AUDIT-0271,NONE,EXCLUDE,PONV,0–24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,
AUDIT-0272,NONE,EXCLUDE,Opioid-related adverse effect,0–24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,
AUDIT-0273,NONE,EXCLUDE,Opioid-related adverse effect,0–24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,
AUDIT-0274,NONE,EXCLUDE,Opioid-related adverse effect,0–24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,
AUDIT-0275,NONE,EXCLUDE,Opioid-related adverse effect,0–24 h,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,
AUDIT-0276,NONE,HOLD,Opioid consumption,0–6 h,EA,Sham,All randomized/analyzed,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical interval value is not printed. No visual digitization performed.",
AUDIT-0277,NONE,HOLD,Opioid consumption,12–18 h,EA,Sham,All randomized/analyzed,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical interval value is not printed. No visual digitization performed.",
AUDIT-0278,NONE,HOLD,Opioid consumption,18–24 h,EA,Sham,All randomized/analyzed,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical interval value is not printed. No visual digitization performed.",
AUDIT-0279,NONE,HOLD,Opioid consumption,0–6 h,EA,Sham,All randomized/analyzed,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical interval value is not printed. No visual digitization performed.",
AUDIT-0280,NONE,HOLD,Opioid consumption,12–18 h,EA,Sham,All randomized/analyzed,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical interval value is not printed. No visual digitization performed.",
AUDIT-0281,NONE,HOLD,Opioid consumption,18–24 h,EA,Sham,All randomized/analyzed,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact numerical interval value is not printed. No visual digitization performed.",
AUDIT-0282,NONE,EXCLUDE,Functional recovery,Immediate postoperative recovery,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0283,NONE,EXCLUDE,Functional recovery,Immediate postoperative recovery,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0284,NONE,EXCLUDE,Functional recovery,Immediate postoperative recovery,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0285,NONE,EXCLUDE,Functional recovery,Immediate postoperative recovery,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0286,NONE,HOLD,Pain,24 h after surgery,TEAS,Sham,Intention-to-treat,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.",
AUDIT-0287,NONE,HOLD,Pain,24 h after surgery,TEAS,Sham,Intention-to-treat,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.",
AUDIT-0288,NONE,HOLD,Pain,24 h after surgery,TEAS,Sham,Intention-to-treat,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.",
AUDIT-0289,NONE,HOLD,Pain,24 h after surgery,TEAS,Sham,Intention-to-treat,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.",
AUDIT-0290,NONE,EXCLUDE,Rescue analgesia,0–24 h,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,
AUDIT-0291,NONE,EXCLUDE,Rescue analgesia,0–24 h,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,
AUDIT-0296,NONE,EXCLUDE,PONV,0–24 h,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0297,NONE,EXCLUDE,PONV,0–24 h,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0298,NONE,HOLD,Patient satisfaction,By 24 h after surgery,TEAS,Sham,Intention-to-treat,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: NOT REPORTED",
AUDIT-0299,NONE,HOLD,Patient satisfaction,By 24 h after surgery,TEAS,Sham,Intention-to-treat,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: NOT REPORTED",
AUDIT-0300,NONE,EXCLUDE,Chronic pain,3 months,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0301,NONE,EXCLUDE,Chronic pain,3 months,TEAS,Sham,Intention-to-treat,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0302,NONE,HOLD,Chronic pain,3 months,TEAS,Sham,Subset with chronic pain,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",
AUDIT-0303,NONE,HOLD,Chronic pain,3 months,TEAS,Sham,Subset with chronic pain,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",
AUDIT-0304,NONE,HOLD,Chronic pain,6 months,TEAS,Sham,Subset with chronic pain,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",
AUDIT-0305,NONE,HOLD,Chronic pain,6 months,TEAS,Sham,Subset with chronic pain,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",
AUDIT-0306,NONE,HOLD,Pain,48 h,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0307,NONE,HOLD,Length of stay,Postoperative hospitalization,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0308,NONE,HOLD,Functional recovery,Immediate postoperative recovery,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0309,NONE,HOLD,Functional recovery,Immediate postoperative recovery,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: Raw event counts are not used because the article reports percentages and the study has group-denominator inconsistencies.,
AUDIT-0310,NONE,HOLD,Neurocognitive,POD7,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,"Physical modality unresolved: needle OR patch in source. Source QC: Table percentages imply denominators C=25 and A=28, whereas study-level analyzed counts elsewhere are C=26 and A=27 and total n=53. Preserve published counts/percentages; do not reconstruct denominators.",
AUDIT-0311,NONE,HOLD,GI adverse event,Postoperative,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0312,NONE,HOLD,Adverse events,Postoperative,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0313,NONE,HOLD,Adverse events,Postoperative,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0314,NONE,HOLD,Adverse events,Postoperative,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0315,NONE,HOLD,Adverse events,Postoperative,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0316,NONE,HOLD,Adverse events,Postoperative,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0317,NONE,HOLD,Adverse events,Postoperative,UNCLEAR,Sham,Available-case analysis; source denominator inconsistencies noted,Physical modality unresolved: needle OR patch in source. Source QC: NOT REPORTED,
AUDIT-0318,NONE,HOLD,Opioid consumption,6–12 h,EA,Sham,All randomized/analyzed,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: The paper states nonparametric data are presented as median (interquartile range), but prints a single parenthetical IQR value rather than Q1 and Q3. Pairwise P is printed for Group II vs I and II vs III, not Group III vs I.",
AUDIT-0319,NONE,EXCLUDE,Intraoperative opioid,Intraoperative,EA,Sham,All randomized/analyzed,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: The paper reports P=0.024 for Group II vs III and P=0.472 for Group II vs I; it does not print a Group III vs I P value.,
AUDIT-0320,NONE,EXCLUDE,PONV,0–2 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Available-case/completer analysis within SNVP risk stratum,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0321,NONE,EXCLUDE,PONV,2–6 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Available-case/completer analysis within SNVP risk stratum,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0322,NONE,EXCLUDE,PONV,24–36 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Available-case/completer analysis within SNVP risk stratum,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: For 24–36 h, the table's P value is visually split across the PDF line break as '0.08' + '5'; recorded as 0.085.",
AUDIT-0323,NONE,EXCLUDE,PONV,0–6 h combined,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Available-case/completer analysis within SNVP risk stratum,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: The paper does not provide separate 0–2 h and 2–6 h vomiting counts; only the combined 0–6 h comparison is reported.,
AUDIT-0324,NONE,EXCLUDE,PONV,6–12 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Complete analysis within MNVP risk stratum,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0325,NONE,EXCLUDE,PONV,12–24 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Complete analysis within MNVP risk stratum,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0326,NONE,EXCLUDE,PONV,24–36 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Complete analysis within MNVP risk stratum,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: NOT REPORTED,
AUDIT-0327,NONE,EXCLUDE,Pain,2 h,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Available-case/completer analysis within SNVP risk stratum,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",
