assessment_id,study,outcome,window,comparison,population,d1,d2,d3,d4,d5,overall,provenance,source,human_signoff_date,result_id,d1_rationale,d2_rationale,d3_rationale,d4_rationale,d5_rationale,overall_rationale,reviewer,review_date,effect_of_interest,source_pdf,source_sha256,source_text,result_location
V38-V33-OD-0201,Huang 2024,VAS during walking/knee movement,POD1,Contralateral EA vs Bilateral sham EA,38.0/38.0,Low,Low,Some concerns,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0201,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0201,Computer sequence in opaque envelopes opened only by acupuncturist; prior claim of absent concealment rejected.,Common rehabilitation and analgesia; no demonstrated material deviations.,"114 randomized, 108 completed; ITT claimed and tables retain 38/arm, but handling of missing walking-pain measurements not sufficiently explained.","Subjective walking pain; incomplete sensory masking and active-side sensations leave measurement concerns, not automatic high risk.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2024.txt,Primary serial VAS / Day 1
V38-V33-OD-0202,Huang 2024,VAS during walking/knee movement,POD1,Ipsilateral EA vs Bilateral sham EA,38.0/38.0,Low,Low,Some concerns,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0202,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0202,Computer sequence in opaque envelopes opened only by acupuncturist; prior claim of absent concealment rejected.,Common rehabilitation and analgesia; no demonstrated material deviations.,"114 randomized, 108 completed; ITT claimed and tables retain 38/arm, but handling of missing walking-pain measurements not sufficiently explained.","Subjective walking pain; incomplete sensory masking and active-side sensations leave measurement concerns, not automatic high risk.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Huang_2024.txt,Primary serial VAS / Day 1
V38-V33-OD-0215,He 2026 (hepatectomy/JIS),PONV incidence,0-24 h,Intraoperative PC6 TEAS vs No-current PC6 control,80.0/79.0,Low,Low,Low,Low,Low,Low,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0215,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0215,"Secure web randomization, stratification and blocks.",Patients and clinical/outcome staff masked; treatment under general anaesthesia with concealment.,"Two cancellations/withdrawals from 161; 159 mITT, little outcome loss.",Primary PONV assessed under masking; protocol/SAP and supplement available in the source set.,Primary PONV outcome and analysis supported by available registered protocol/SAP and source supplement; no unexplained selection identified.,No important domain concern identified for this result.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/He_2026_hepatectomy_JIS.txt,Primary PONV outcome / mITT
V38-V33-OD-0222,Gu 2019,Time to first bowel sounds,Postoperative,Long-duration TEAS vs Sham/no-current TEAS,58.0/59.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0222,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0222,Computer-generated sequence; concealment not adequately specified.,"Patients, data collectors and statistician masked.",3/120 not analysed; low fraction without evidence of important differential loss.,Masked symptom/event recording; patient report alone does not establish biased measurement.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,GI recovery table
V38-V33-OD-0223,Gu 2019,Time to first flatus,Postoperative,Long-duration TEAS vs Sham/no-current TEAS,58.0/59.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0223,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0223,Computer-generated sequence; concealment not adequately specified.,"Patients, data collectors and statistician masked.",3/120 not analysed; low fraction without evidence of important differential loss.,Masked symptom/event recording; patient report alone does not establish biased measurement.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,GI recovery table
V38-V33-OD-0224,Gu 2019,Time to first defecation,Postoperative,Long-duration TEAS vs Sham/no-current TEAS,58.0/59.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0224,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0224,Computer-generated sequence; concealment not adequately specified.,"Patients, data collectors and statistician masked.",3/120 not analysed; low fraction without evidence of important differential loss.,Masked symptom/event recording; patient report alone does not establish biased measurement.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,GI recovery table
V38-V33-OD-0232,Guo 2023,Remifentanil consumption,Intraoperative,Perioperative TEAS vs Sham/no-current TEAS,55.0/55.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0232,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0232,Independent allocation technician and controlled sequence implementation.,Masked anaesthesia management under common protocol.,18/128 omitted postrandomization; balance among completers does not establish benign missingness.,Recorded remifentanil dose by masked clinical team.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,Perioperative anesthetic table
V38-V33-OD-0239,Gao 2021,Time to first flatus,Postoperative,Postoperative TEAS vs Sham/no-current TEAS,303.0/307.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0239,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0239,Central block sequence with sealed allocation.,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,610/307 analysed in the intention-to-treat population.,Patients not blinded; self-reported first flatus/defecation can be influenced despite blinded assessor.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,GI recovery outcomes
V38-V33-OD-0240,Gao 2021,Time to first defecation,Postoperative,Postoperative TEAS vs Sham/no-current TEAS,303.0/307.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0240,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0240,Central block sequence with sealed allocation.,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,610/307 analysed in the intention-to-treat population.,Patients not blinded; self-reported first flatus/defecation can be influenced despite blinded assessor.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,GI recovery outcomes
V38-V33-OD-0250,Wong 2006,IV PCA morphine consumption,First 3 postoperative days total,Postoperative electroacupuncture vs Nonpenetrating sham acupuncture,13.0/12.0,Some concerns,Low,High,Low,Some concerns,High,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0250,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0250,Sequence/concealment insufficiently detailed.,Blunt sham and opaque shielding; patients and surgeons masked.,2/27 postoperative-complication exclusions could have substantially different morphine requirements in this very small trial.,Recorded three-day PCA morphine with participant masking.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wong_2006.txt,Table 2 / postoperative PCA morphine
V38-V33-OD-0252,El-Rakshy 2009,Total IV morphine analgesia,First 24 h,Intraoperative EA + PCA vs PCA alone/no acupuncture,42.0/53.0,Some concerns,Some concerns,High,Low,Some concerns,High,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0252,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0252,Computer sequence; concealment insufficiently documented.,Usual-care allocation and inconsistent group descriptions leave co-intervention concerns; awareness alone is not proof of deviations.,"107 randomized versus 95 analysed, conflicting arm labels and exclusions: outcome-dependent missingness cannot reasonably be dismissed.",Recorded morphine exposure; measurement of delivered dose is objective.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_868_full_article.pdf,afb7b0095736da9d64b2c771296a6b74cb30c9287b7aa3e2644a14b5e0307529,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/El_Rakshy_2009.txt,Table 2 / total analgesia in 24 h
V38-V33-OD-0254,An 2014,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,Intraoperative electroacupuncture vs No acupuncture control,41.0/40.0,Some concerns,Low,High,Low,Some concerns,High,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0254,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0254,Computer random numbers; concealment not established.,EA under sedation and blinded observation; no demonstrated trial-related deviations.,"7/88 omitted, including repeat surgery and persistent unconsciousness: plausibly strongly related to opioid requirement.",Recorded PCA fentanyl dose; participant and observer masking reported.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_698_full_article.pdf,56f30fc7755720d3fe7611252f8c3700faa6c6ab57cddc112fef729cc913c645,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/An_2014.txt,Opioid/PCIA results
V38-V33-OD-0257,Chen 2015,PONV incidence,0-24 h,Preoperative TEAS vs Electrodes/device with no stimulation,41.0/42.0,Low,Low,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0257,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0257,Computer sequence and opaque allocation envelopes.,"Patient, clinical and assessment masking; no evidence of material differential care.",One protocol-breach omission from 84; little missing information.,Masked PONV ascertainment; no demonstrated masking failure.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,037_chen_2015_thyroidectomy_lund.pdf,60361dc28f099a330d13fe98c9e96d8f94334920f0eaffd65c450ffd6dc87bfc,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Chen_2015.txt,Table 3 / PONV
V38-V33-OD-0261,Chen 2015 (Hyperalgesia),PONV incidence,0-24 h,Preoperative TEAS vs Electrodes/no-current sham,29.0/30.0,Low,Low,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0261,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0261,Computer sequence and opaque envelopes.,Broad masking of patients and clinical/assessment personnel.,One omission from 60; little missing information.,Masked PONV collection; no documented measurement asymmetry.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,040_chen_2015_hyperalgesia_lund.pdf,88719bd172fa29650c9503944c2e6f7cf083d1dac34c978d8f0d2ddf12b7d2ba,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Chen_2015_Hyperalgesia.txt,Table 2 / PONV
V38-V33-OD-0276,Gao 2022,Any postoperative nausea and/or retching and/or vomiting,0-24 h,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2) vs No-current sham with identical electrode/device setup",827.0/828.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0276,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0276,Electronic block randomization with concealed implementation.,Incomplete patient masking; possible differential reporting/care without proof of major deviations.,827/828 intention-to-treat denominators retained.,Nausea-containing outcomes depend on incompletely masked patient reporting; vomiting assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2022.txt,Table 3 / primary 24 h PONV outcome
V38-V33-OD-0277,Gao 2022,Postoperative vomiting incidence,0-24 h,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2) vs No-current sham with identical electrode/device setup",827.0/828.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0277,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0277,Electronic block randomization with concealed implementation.,Incomplete patient masking; possible differential reporting/care without proof of major deviations.,827/828 intention-to-treat denominators retained.,Observable vomiting with common ascertainment; no evidence that knowledge of assignment materially altered measurement. Not equated to subjective nausea.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2022.txt,Table 3 / 24 h vomiting
V38-V33-OD-0278,Gao 2022,Persistent nausea (>5 min),0-24 h,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2) vs No-current sham with identical electrode/device setup",827.0/828.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0278,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0278,Electronic block randomization with concealed implementation.,Incomplete patient masking; possible differential reporting/care without proof of major deviations.,827/828 intention-to-treat denominators retained.,Nausea-containing outcomes depend on incompletely masked patient reporting; vomiting assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2022.txt,Table 3 / persistent nausea
V38-V33-OD-0293,Liu 2015,Postoperative nausea incidence,Postoperative day 1,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery) vs No-current sham TEAS with identical electrode placement/device setup,44.0/44.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0293,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0293,Randomized concealed allocation; only acupuncturist knows assignment.,"Patients, anaesthesiologists, surgeons and recovery assessors masked.","4/92 removed for >8h operations or >2500mL blood loss, plausibly related to postoperative symptoms.",Masked nausea/vomiting collection.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_681_full_article.pdf,9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2015.txt,Table 3 / Postoperative day 1
V38-V33-OD-0296,Liu 2015,Postoperative vomiting incidence,Postoperative day 1,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery) vs No-current sham TEAS with identical electrode placement/device setup,44.0/44.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0296,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0296,Randomized concealed allocation; only acupuncturist knows assignment.,"Patients, anaesthesiologists, surgeons and recovery assessors masked.","4/92 removed for >8h operations or >2500mL blood loss, plausibly related to postoperative symptoms.",Masked nausea/vomiting collection.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_681_full_article.pdf,9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2015.txt,Table 3 / Postoperative day 1
V38-V33-OD-0303,Oztas 2019,Rescue IM pethidine HCl consumption,0-24 h,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6) vs No electrical-stimulation intervention + standard PCA analgesia",15.0/16.0,Some concerns,Some concerns,Low,High,Some concerns,High,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0303,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0303,Web block randomization; concealment not established.,Patients/data collector unblinded; rescue management may differ in both usual-care and active-TENS comparisons.,One off-protocol drug exclusion; small missing fraction.,"Rescue pethidine depends on unblinded clinical decisions and pain reports; likely influenced, even though delivered milligrams are recorded.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Oztas_2019.txt,Table 4 / Pethidine HCl (0–24 h)
V38-V33-OD-0304,Oztas 2019,Rescue IM pethidine HCl consumption,0-24 h,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6) vs Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6)",15.0/16.0,Some concerns,Some concerns,Low,High,Some concerns,High,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0304,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0304,Web block randomization; concealment not established.,Patients/data collector unblinded; rescue management may differ in both usual-care and active-TENS comparisons.,One off-protocol drug exclusion; small missing fraction.,"Rescue pethidine depends on unblinded clinical decisions and pain reports; likely influenced, even though delivered milligrams are recorded.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Oztas_2019.txt,Table 4 / Pethidine HCl (0–24 h)
V38-V33-OD-0331,Song 2020,Nausea and vomiting adverse event,0-24 h,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions) vs Active nonacupoint electrical stimulation with matched timing/frequency,42.0/43.0,Low,Low,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0331,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,V33-OD-0331,Computer randomization and opaque envelopes.,Active non-acupoint current preserves sensory masking; not an inert sham comparator.,85/85 retained.,Masked symptom assessment with matched active-current control.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-6.pdf,0a262651d2a78a1454e1b07a661f3c6a77c06b6a6143de7adb70ca1abc9c844a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Song_2020.txt,Table 3
