record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
AUDIT-0221,V34_B3_023,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,6 h,6h,Graph only,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0222,V34_B3_024,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,48 h,48h,Graph only,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),VAS 0–10,91.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0223,V34_B3_025,Sun 2017,Pain — rest,Resting VAS,1 h,1h,Graph only,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),VAS 0–10,89.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0224,V34_B3_026,Sun 2017,Pain — rest,Resting VAS,6 h,6h,Graph only,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),VAS 0–10,89.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0225,V34_B3_027,Sun 2017,Pain — rest,Resting VAS,24 h,24 h point,Graph only,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),VAS 0–10,89.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0226,V34_B3_028,Sun 2017,Pain — rest,Resting VAS,48 h,48h,Graph only,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),VAS 0–10,89.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0227,V34_B3_029,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,1 h,1h,Graph only,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),VAS 0–10,89.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0228,V34_B3_030,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,6 h,6h,Graph only,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),VAS 0–10,89.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0229,V34_B3_031,Sun 2017,Pain — cough,Activity-evoked VAS during coughing,48 h,48h,Graph only,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),VAS 0–10,89.0,90.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:343–344; Figure 2,,,,,,1,,
AUDIT-0260,V34_B3_062,Sim 2002,Pain — rest,Mean resting VAS over first 24 h,0–24 h mean across 6-hourly assessments,0-24h mean across 6-hourly assessments,Mean/SD,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,4.7,1.8,4.5,2.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,0.2,0.504975,MD,Native MD; no pooled interpretation without compatible model.,1,0.100934,0.258363
AUDIT-0261,V34_B3_063,Sim 2002,Pain — rest,Mean resting VAS over first 24 h,0–24 h mean across 6-hourly assessments,0-24h mean across 6-hourly assessments,Mean/SD,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,3.9,1.6,4.5,2.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,-0.6,0.48201,MD,Native MD; no pooled interpretation without compatible model.,1,-0.317229,0.259818
AUDIT-0262,V34_B3_064,Sim 2002,Pain — rest,Resting VAS,6 h,6h,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0263,V34_B3_065,Sim 2002,Pain — rest,Resting VAS,12 h,12h,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0264,V34_B3_066,Sim 2002,Pain — rest,Resting VAS,18 h,18h,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0265,V34_B3_067,Sim 2002,Pain — rest,Resting VAS,24 h,24 h point,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0266,V34_B3_068,Sim 2002,Pain — rest,Resting VAS,6 h,6h,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0267,V34_B3_069,Sim 2002,Pain — rest,Resting VAS,12 h,12h,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0268,V34_B3_070,Sim 2002,Pain — rest,Resting VAS,18 h,18h,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0269,V34_B3_071,Sim 2002,Pain — rest,Resting VAS,24 h,24 h point,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,
AUDIT-0286,V34_B3_088,Lu 2021,Pain — rest,NRS at rest,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Single PC6 TEAS,Sham/no current,NRS 0–10,198.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,
AUDIT-0287,V34_B3_089,Lu 2021,Pain — rest,NRS at rest,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,NRS 0–10,190.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,
AUDIT-0288,V34_B3_090,Lu 2021,Pain — cough,NRS at cough,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Single PC6 TEAS,Sham/no current,NRS 0–10,198.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,
AUDIT-0289,V34_B3_091,Lu 2021,Pain — cough,NRS at cough,24 h after surgery,24 h point,Median/IQR,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,NRS 0–10,190.0,188.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",,,,,,1,,
AUDIT-0300,V34_B3_102,Lu 2021,Chronic pain,Post-mastectomy chronic pain incidence,3 months,3 months,Events/total,TEAS,Sham,Single PC6 TEAS,Sham/no current,participants,198.0,188.0,,,,,70.0,75.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,-0.120818,0.131337,logRR,Uncorrected log risk ratio,1,,
AUDIT-0301,V34_B3_103,Lu 2021,Chronic pain,Post-mastectomy chronic pain incidence,3 months,3 months,Events/total,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,participants,190.0,188.0,,,,,58.0,75.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,-0.267627,0.141395,logRR,Uncorrected log risk ratio,1,,
AUDIT-0302,V34_B3_104,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,3 months,3 months,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,NRS 0–10,70.0,75.0,2.6,2.0,2.8,2.0,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Subset with chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,,,,,1,,
AUDIT-0303,V34_B3_105,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,3 months,3 months,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,NRS 0–10,58.0,75.0,2.3,2.0,2.8,2.0,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Subset with chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,,,,,1,,
AUDIT-0304,V34_B3_106,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,6 months,6 months,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,NRS 0–10,72.0,65.0,2.7,2.0,2.8,1.8,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Subset with chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,,,,,1,,
AUDIT-0305,V34_B3_107,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,6 months,6 months,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,NRS 0–10,42.0,65.0,2.4,1.9,2.8,1.8,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Subset with chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",,,,,,1,,
AUDIT-0306,V34_B3_108,Long 2025,Pain — unspecified context,VAS pain intensity,48 h,48h,Mean/SD,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),VAS 0–10,27.0,26.0,1.85,0.72,2.65,0.94,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), p. 9; Table 7",,-0.8,0.230618,MD,Native MD; no pooled interpretation without compatible model.,1,-0.943793,0.289658
AUDIT-0311,V34_B3_113,Long 2025,Pain — unspecified context,Stomach pain and distension,Postoperative,postoperative,Events/total,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),participants,27.0,26.0,,,,,3.0,2.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 6; Table 6",,0.367725,0.870537,logRR,Uncorrected log risk ratio,1,,
AUDIT-0327,V34_B4_008,Wang 2024,Pain — unspecified context,Postoperative pain VAS,2 h,2h,Other (describe),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),VAS 0–10,33.0,35.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:928–929; Methods / Outcomes,,,,,,1,,
AUDIT-0328,V34_B4_009,Wang 2024,Pain — unspecified context,Postoperative pain VAS,6 h,6h,Other (describe),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),VAS 0–10,33.0,35.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:928–929; Methods / Outcomes,,,,,,1,,
AUDIT-0329,V34_B4_010,Wang 2024,Pain — unspecified context,Postoperative pain VAS,12 h,12h,Other (describe),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),VAS 0–10,33.0,35.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:928–929; Methods / Outcomes,,,,,,1,,
AUDIT-0330,V34_B4_011,Wang 2024,Pain — unspecified context,Postoperative pain VAS,24 h,24 h point,Other (describe),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),VAS 0–10,33.0,35.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:928–929; Methods / Outcomes,,,,,,1,,
AUDIT-0331,V34_B4_012,Wang 2024,Pain — unspecified context,Postoperative pain VAS,36 h,36h,Other (describe),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),VAS 0–10,33.0,35.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,Breast Cancer 2024;31:928–929; Methods / Outcomes,,,,,,1,,
AUDIT-0341,V34_B4_022,Zheng 2025,Pain — unspecified context,NRS pain score,6 h,6h,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,NRS 0–10,42.0,43.0,2.9,1.1,3.4,1.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 4,,-0.5,0.249595,MD,Native MD; no pooled interpretation without compatible model.,1,-0.43021,0.21944
AUDIT-0342,V34_B4_023,Zheng 2025,Pain — unspecified context,NRS pain score,24 h,24 h point,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,NRS 0–10,42.0,43.0,1.7,0.8,2.2,1.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 4,,-0.5,0.208273,MD,Native MD; no pooled interpretation without compatible model.,1,-0.51421,0.220501
AUDIT-0343,V34_B4_024,Zheng 2025,Pain — unspecified context,NRS pain score,48 h,48h,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,NRS 0–10,42.0,43.0,0.9,0.8,1.0,0.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 4,,-0.1,0.184595,MD,Native MD; no pooled interpretation without compatible model.,1,-0.116297,0.217129
AUDIT-0366,V34_B4_047,Liang 2021,Pain — unspecified context,Pain event as reported (threshold/definition not stated),End of surgery (T5),end of surgery (t5),Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35.0,35.0,,,,,2.0,1.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,"Available-case analysis; 75 randomized, 70 analyzed",https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,"Evidence-Based Complementary and Alternative Medicine 2021, Table 4; Table 4",,,,,,1,,
AUDIT-0368,V34_B4_049,Liang 2021,Pain — unspecified context,Pain event as reported (threshold/definition not stated),PACU discharge (T9),pacu discharge (t9),Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35.0,35.0,,,,,7.0,6.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,"Available-case analysis; 75 randomized, 70 analyzed",https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,"Evidence-Based Complementary and Alternative Medicine 2021, Table 4; Table 4",,,,,,1,,
AUDIT-0370,V34_B4_051,Liang 2021,Pain — unspecified context,Pain event as reported (threshold/definition not stated),24 h (T11),24h (t11),Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35.0,35.0,,,,,8.0,8.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,"Available-case analysis; 75 randomized, 70 analyzed",https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,"Evidence-Based Complementary and Alternative Medicine 2021, Table 4; Table 4",,,,,,1,,
AUDIT-0372,V34_B4_053,Liang 2021,Pain — unspecified context,Pain event as reported (threshold/definition not stated),48 h (T12),48h (t12),Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35.0,35.0,,,,,3.0,7.0,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,"Available-case analysis; 75 randomized, 70 analyzed",https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,"Evidence-Based Complementary and Alternative Medicine 2021, Table 4; Table 4",,,,,,1,,
