record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se,not_pooled_reason
AUDIT-0240,V34_B3_042,Sun 2017,Patient satisfaction,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,postoperative assessment; exact clock time not separately stated,Published percentage (95% CI),TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),percent,91.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0241,V34_B3_043,Sun 2017,Patient satisfaction,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,postoperative assessment; exact clock time not separately stated,Published percentage (95% CI),TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),percent,89.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0242,V34_B3_044,Sun 2017,Intraoperative opioid,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,intraoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),mg/kg; author-defined conversion metric,91.0,90.0,1.6,0.4,1.5,0.4,,,CONDITIONAL,"Author-defined intraoperative morphine-equivalent metric; no review MME conversion, requires conversion-method adjudication.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,,"Author-defined intraoperative morphine-equivalent metric; no review MME conversion, requires conversion-method adjudication."
AUDIT-0243,V34_B3_045,Sun 2017,Intraoperative opioid,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,intraoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),mg/kg; author-defined conversion metric,91.0,90.0,1.6,0.4,1.5,0.4,,,CONDITIONAL,"Author-defined intraoperative morphine-equivalent metric; no review MME conversion, requires conversion-method adjudication.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,,"Author-defined intraoperative morphine-equivalent metric; no review MME conversion, requires conversion-method adjudication."
AUDIT-0244,V34_B3_046,Sun 2017,Intraoperative opioid,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,intraoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),mg/kg; author-defined conversion metric,89.0,90.0,1.5,0.4,1.5,0.4,,,CONDITIONAL,"Author-defined intraoperative morphine-equivalent metric; no review MME conversion, requires conversion-method adjudication.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,,"Author-defined intraoperative morphine-equivalent metric; no review MME conversion, requires conversion-method adjudication."
AUDIT-0245,V34_B3_047,Sun 2017,Functional recovery,Extubation time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),minutes,91.0,90.0,20.8,15.8,22.5,13.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.7,2.163168,MD,Native MD; no pooled interpretation without compatible model.,1,-0.116225,0.148787,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0246,V34_B3_048,Sun 2017,Functional recovery,Extubation time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),minutes,91.0,90.0,18.4,10.1,22.5,13.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-4.1,1.748425,MD,Native MD; no pooled interpretation without compatible model.,1,-0.347647,0.14978,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0247,V34_B3_049,Sun 2017,Functional recovery,Extubation time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),minutes,89.0,90.0,21.5,12.3,22.5,13.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.0,1.9068,MD,Native MD; no pooled interpretation without compatible model.,1,-0.078034,0.149546,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0248,V34_B3_050,Sun 2017,Functional recovery — PACU,Length of stay in PACU,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),minutes,91.0,90.0,62.2,19.4,66.0,16.0,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-3.8,2.64202,MD,Native MD; no pooled interpretation without compatible model.,1,-0.212696,0.149081,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0249,V34_B3_051,Sun 2017,Functional recovery — PACU,Length of stay in PACU,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),minutes,91.0,90.0,62.7,16.3,66.0,16.0,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-3.3,2.400857,MD,Native MD; no pooled interpretation without compatible model.,1,-0.203458,0.149045,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0250,V34_B3_052,Sun 2017,Functional recovery — PACU,Length of stay in PACU,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),minutes,89.0,90.0,64.8,15.5,66.0,16.0,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.2,2.354545,MD,Native MD; no pooled interpretation without compatible model.,1,-0.075851,0.149543,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0251,V34_B3_053,Sun 2017,GI — first flatus,Time to first postoperative flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),hours,91.0,90.0,45.2,19.9,41.5,19.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,3.7,2.936018,MD,Native MD; no pooled interpretation without compatible model.,1,0.186542,0.148984,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0252,V34_B3_054,Sun 2017,GI — first flatus,Time to first postoperative flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),hours,91.0,90.0,44.7,16.6,41.5,19.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,3.2,2.701218,MD,Native MD; no pooled interpretation without compatible model.,1,0.175533,0.148947,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0253,V34_B3_055,Sun 2017,GI — first flatus,Time to first postoperative flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),hours,89.0,90.0,41.6,18.1,41.5,19.6,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,0.1,2.819478,MD,Native MD; no pooled interpretation without compatible model.,1,0.005277,0.14949,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0254,V34_B3_056,Sun 2017,GI — first defecation,Time to first postoperative defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),hours,91.0,90.0,63.6,19.8,63.4,22.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,0.2,3.183537,MD,Native MD; no pooled interpretation without compatible model.,1,0.009308,0.148662,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0255,V34_B3_057,Sun 2017,GI — first defecation,Time to first postoperative defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),hours,91.0,90.0,61.8,15.7,63.4,22.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.6,2.921551,MD,Native MD; no pooled interpretation without compatible model.,1,-0.081236,0.148722,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0256,V34_B3_058,Sun 2017,GI — first defecation,Time to first postoperative defecation,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),hours,89.0,90.0,57.3,20.6,63.4,22.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-6.1,3.254976,MD,Native MD; no pooled interpretation without compatible model.,1,-0.278797,0.150214,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0257,V34_B3_059,Sun 2017,Adverse events,TEAS-related side effects,0–48 h postoperative,0-48h postoperative,Events/total,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),participants,91.0,90.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Results text,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0258,V34_B3_060,Sun 2017,Adverse events,TEAS-related side effects,0–48 h postoperative,0-48h postoperative,Events/total,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),participants,91.0,90.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Results text,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0259,V34_B3_061,Sun 2017,Adverse events,TEAS-related side effects,0–48 h postoperative,0-48h postoperative,Events/total,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),participants,89.0,90.0,,,,,0.0,0.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Results text,,,,logRR,Double-zero: retained as safety evidence; no logRR estimated.,1,,,"Three shared-control timing contrasts; no established v33 selection for this new endpoint. Retain all, select/adjust arms before pooling."
AUDIT-0260,V34_B3_062,Sim 2002,Pain — rest,Mean resting VAS over first 24 h,0–24 h mean across 6-hourly assessments,0-24h mean across 6-hourly assessments,Mean/SD,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,4.7,1.8,4.5,2.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,0.2,0.504975,MD,Native MD; no pooled interpretation without compatible model.,1,0.100934,0.258363,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0261,V34_B3_063,Sim 2002,Pain — rest,Mean resting VAS over first 24 h,0–24 h mean across 6-hourly assessments,0-24h mean across 6-hourly assessments,Mean/SD,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,3.9,1.6,4.5,2.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,-0.6,0.48201,MD,Native MD; no pooled interpretation without compatible model.,1,-0.317229,0.259818,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
AUDIT-0262,V34_B3_064,Sim 2002,Pain — rest,Resting VAS,6 h,6h,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0263,V34_B3_065,Sim 2002,Pain — rest,Resting VAS,12 h,12h,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0264,V34_B3_066,Sim 2002,Pain — rest,Resting VAS,18 h,18h,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0265,V34_B3_067,Sim 2002,Pain — rest,Resting VAS,24 h,24 h point,Other (describe),EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0266,V34_B3_068,Sim 2002,Pain — rest,Resting VAS,6 h,6h,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0267,V34_B3_069,Sim 2002,Pain — rest,Resting VAS,12 h,12h,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0268,V34_B3_070,Sim 2002,Pain — rest,Resting VAS,18 h,18h,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0269,V34_B3_071,Sim 2002,Pain — rest,Resting VAS,24 h,24 h point,Other (describe),EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),VAS 0–10,30.0,30.0,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,,,,,,1,,,Accessed source does not supply the requested numerical result.
AUDIT-0270,V34_B3_072,Sim 2002,PONV composite,PONV,0–24 h,0-24h,Published percentage,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0271,V34_B3_073,Sim 2002,PONV composite,PONV,0–24 h,0-24h,Published percentage,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0272,V34_B3_074,Sim 2002,Postoperative opioid dose (native window/unit),Drowsiness,0–24 h,0-24h,Published percentage,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0273,V34_B3_075,Sim 2002,Postoperative opioid dose (native window/unit),Drowsiness,0–24 h,0-24h,Published percentage,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0274,V34_B3_076,Sim 2002,Postoperative opioid dose (native window/unit),Pruritus,0–24 h,0-24h,Published percentage,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0275,V34_B3_077,Sim 2002,Postoperative opioid dose (native window/unit),Pruritus,0–24 h,0-24h,Published percentage,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),percent,30.0,30.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60–61; Table 2,,,,,,1,,,Printed percentage/CI retained; event counts not reverse-engineered.
AUDIT-0276,V34_B3_078,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,0–6 h,0-6h,Graph only,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
AUDIT-0277,V34_B3_079,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,12–18 h,12-18h,Graph only,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
AUDIT-0278,V34_B3_080,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,18–24 h,18-24h,Graph only,EA,Sham,Preoperative EA (Group II),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
AUDIT-0279,V34_B3_081,Sim 2002,Postoperative opioid dose (native window/unit),Postoperative IV PCA morphine in interval,0–6 h,0-6h,Graph only,EA,Sham,Postoperative EA (Group III),Placebo EA (Group I),mg/kg,30.0,30.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,All randomized/analyzed,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,Acupuncture in Medicine 2002;20:60; Figure 3,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
