assessment_id,result_id,study,question_id,short_question,answer,justification,final_domain_judgment,judgment_basis,source_text,source_pdf,result_location,reviewer,review_date
V38-V33-OD-0223,V33-OD-0223,Gu 2019,1.3,Baseline pattern suggests randomization failure?,PN,Computer-generated sequence; concealment not adequately specified.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,2.1,Participant aware?,PN,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,2.2,Care personnel aware?,PN,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,2.3,Trial-context deviations?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,2.4,Deviations affect outcome?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,2.5,Deviations balanced?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,2.6,Assignment-effect analysis appropriate?,PY,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,2.7,Analysis departure materially consequential?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,3.1,All or nearly all outcome data?,PY,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,3.2,Evidence missingness does not bias result?,NA,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,3.3,Missingness could depend on outcome?,NA,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,3.4,Such dependence likely?,NA,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,4.1,Measurement method inappropriate?,PN,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,4.2,Measurement differs between arms?,PN,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,4.3,Outcome assessor aware?,PN,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,4.4,Awareness could influence measurement?,NA,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,4.5,Influence likely?,NA,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0223,V33-OD-0223,Gu 2019,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,1.1,Random sequence?,Y,Computer-generated sequence; concealment not adequately specified.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,1.2,Concealed allocation?,NI,Computer-generated sequence; concealment not adequately specified.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,1.3,Baseline pattern suggests randomization failure?,PN,Computer-generated sequence; concealment not adequately specified.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,2.1,Participant aware?,PN,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,2.2,Care personnel aware?,PN,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,2.3,Trial-context deviations?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,2.4,Deviations affect outcome?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,2.5,Deviations balanced?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,2.6,Assignment-effect analysis appropriate?,PY,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,2.7,Analysis departure materially consequential?,NA,"Patients, data collectors and statistician masked.",Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,3.1,All or nearly all outcome data?,PY,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,3.2,Evidence missingness does not bias result?,NA,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,3.3,Missingness could depend on outcome?,NA,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,3.4,Such dependence likely?,NA,3/120 not analysed; low fraction without evidence of important differential loss.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,4.1,Measurement method inappropriate?,PN,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,4.2,Measurement differs between arms?,PN,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,4.3,Outcome assessor aware?,PN,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,4.4,Awareness could influence measurement?,NA,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,4.5,Influence likely?,NA,Masked symptom/event recording; patient report alone does not establish biased measurement.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0224,V33-OD-0224,Gu 2019,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gu_2019.txt,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,GI recovery table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,1.1,Random sequence?,Y,Independent allocation technician and controlled sequence implementation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,1.2,Concealed allocation?,PY,Independent allocation technician and controlled sequence implementation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,1.3,Baseline pattern suggests randomization failure?,PN,Independent allocation technician and controlled sequence implementation.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,2.1,Participant aware?,PN,Masked anaesthesia management under common protocol.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,2.2,Care personnel aware?,PN,Masked anaesthesia management under common protocol.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,2.3,Trial-context deviations?,NA,Masked anaesthesia management under common protocol.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,2.4,Deviations affect outcome?,NA,Masked anaesthesia management under common protocol.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,2.5,Deviations balanced?,NA,Masked anaesthesia management under common protocol.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,2.6,Assignment-effect analysis appropriate?,PY,Masked anaesthesia management under common protocol.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,2.7,Analysis departure materially consequential?,NA,Masked anaesthesia management under common protocol.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,3.1,All or nearly all outcome data?,PN,18/128 omitted postrandomization; balance among completers does not establish benign missingness.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,3.2,Evidence missingness does not bias result?,NI,18/128 omitted postrandomization; balance among completers does not establish benign missingness.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,3.3,Missingness could depend on outcome?,PY,18/128 omitted postrandomization; balance among completers does not establish benign missingness.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,3.4,Such dependence likely?,NI,18/128 omitted postrandomization; balance among completers does not establish benign missingness.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,4.1,Measurement method inappropriate?,PN,Recorded remifentanil dose by masked clinical team.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,4.2,Measurement differs between arms?,PN,Recorded remifentanil dose by masked clinical team.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,4.3,Outcome assessor aware?,PN,Recorded remifentanil dose by masked clinical team.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,4.4,Awareness could influence measurement?,NA,Recorded remifentanil dose by masked clinical team.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,4.5,Influence likely?,NA,Recorded remifentanil dose by masked clinical team.,Low,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,5.1,Prospective analysis plan verified?,NI,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,5.2,Result selected from multiple measurements?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
V38-V33-OD-0232,V33-OD-0232,Guo 2023,5.3,Result selected from multiple analyses?,PN,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Some concerns,Manual source-informed assessment; see domain rationale for uncertainty/author judgment. Not a software-generated rating.,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Guo_2023.txt,retrieved_pdfs/006_guo_2023.pdf,Perioperative anesthetic table,AI assistant under user delegation,2026-09-20
