assessment_id,result_id,study,outcome,window,comparison,population,d1,d2,d3,d4,d5,overall,d1_rationale,d2_rationale,d3_rationale,d4_rationale,d5_rationale,overall_rationale,reviewer,review_date,effect_of_interest,source_pdf,source_sha256,source_text,result_location,source,provenance,human_signoff_date
V38-V33-OD-0278,V33-OD-0278,Gao 2022,Persistent nausea (>5 min),0-24 h,"Postoperative TEAS at bilateral P6/ST36 (2/10 Hz, 30 min ×2) vs No-current sham with identical electrode/device setup",827.0/828.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Electronic block randomization with concealed implementation.,Incomplete patient masking; possible differential reporting/care without proof of major deviations.,827/828 intention-to-treat denominators retained.,Nausea-containing outcomes depend on incompletely masked patient reporting; vomiting assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-2.pdf,5cfa6412264e74d7e713676f049fb116278621263c2a13a84c82c48084231492,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2022.txt,Table 3 / persistent nausea,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0278,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0293,V33-OD-0293,Liu 2015,Postoperative nausea incidence,Postoperative day 1,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery) vs No-current sham TEAS with identical electrode placement/device setup,44.0/44.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,Randomized concealed allocation; only acupuncturist knows assignment.,"Patients, anaesthesiologists, surgeons and recovery assessors masked.","4/92 removed for >8h operations or >2500mL blood loss, plausibly related to postoperative symptoms.",Masked nausea/vomiting collection.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_681_full_article.pdf,9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2015.txt,Table 3 / Postoperative day 1,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0293,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0296,V33-OD-0296,Liu 2015,Postoperative vomiting incidence,Postoperative day 1,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery) vs No-current sham TEAS with identical electrode placement/device setup,44.0/44.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,Randomized concealed allocation; only acupuncturist knows assignment.,"Patients, anaesthesiologists, surgeons and recovery assessors masked.","4/92 removed for >8h operations or >2500mL blood loss, plausibly related to postoperative symptoms.",Masked nausea/vomiting collection.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_681_full_article.pdf,9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2015.txt,Table 3 / Postoperative day 1,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0296,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0303,V33-OD-0303,Oztas 2019,Rescue IM pethidine HCl consumption,0-24 h,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6) vs No electrical-stimulation intervention + standard PCA analgesia",15.0/16.0,Some concerns,Some concerns,Low,High,Some concerns,High,Web block randomization; concealment not established.,Patients/data collector unblinded; rescue management may differ in both usual-care and active-TENS comparisons.,One off-protocol drug exclusion; small missing fraction.,"Rescue pethidine depends on unblinded clinical decisions and pain reports; likely influenced, even though delivered milligrams are recorded.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Oztas_2019.txt,Table 4 / Pethidine HCl (0–24 h),10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0303,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0304,V33-OD-0304,Oztas 2019,Rescue IM pethidine HCl consumption,0-24 h,"Postoperative TAES at ST25, P6, ST36 and LI4 (2–100 Hz; max 12 mA; 30 min ×6) vs Incision-periphery TENS (2–100 Hz; max 12 mA; 30 min ×6)",15.0/16.0,Some concerns,Some concerns,Low,High,Some concerns,High,Web block randomization; concealment not established.,Patients/data collector unblinded; rescue management may differ in both usual-care and active-TENS comparisons.,One off-protocol drug exclusion; small missing fraction.,"Rescue pethidine depends on unblinded clinical decisions and pain reports; likely influenced, even though delivered milligrams are recorded.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Oztas_2019.txt,Table 4 / Pethidine HCl (0–24 h),10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0304,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0331,V33-OD-0331,Song 2020,Nausea and vomiting adverse event,0-24 h,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions) vs Active nonacupoint electrical stimulation with matched timing/frequency,42.0/43.0,Low,Low,Low,Low,Some concerns,Some concerns,Computer randomization and opaque envelopes.,Active non-acupoint current preserves sensory masking; not an inert sham comparator.,85/85 retained.,Masked symptom assessment with matched active-current control.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-6.pdf,0a262651d2a78a1454e1b07a661f3c6a77c06b6a6143de7adb70ca1abc9c844a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Song_2020.txt,Table 3,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0331,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0350,V33-OD-0350,Szmit 2021,Total IV PCA morphine dose,0–24 h postoperative,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h vs Sham TEAS: identical devices/placement with no electrical stimulation + PCA,24.0/24.0,Low,Low,Low,Low,Some concerns,Some concerns,Independent statistician computer block sequence and independent allocation.,Sham procedure preserves patient masking; no evidence of material differential care; no-stimulation arm considered separately.,71/71 across three arms retained.,"PCA log records actual morphine; patient demand is part of the assignment effect, not automatically measurement bias.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-3.pdf,2a45730009de55f8953ed7f8d3e052d8e3a72e2ee51620b4ed800fcc67542b89,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Szmit_2021.txt,Table 2 / primary outcome,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0350,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0351,V33-OD-0351,Szmit 2021,Total IV PCA morphine dose,0–24 h postoperative,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h vs PCA only / no TEAS,24.0/23.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,Independent statistician computer block sequence and independent allocation.,"No-treatment comparator lacks participant masking; possible differential care, without automatic High rating merely for awareness.",71/71 across three arms retained.,"PCA log records actual morphine; patient demand is part of the assignment effect, not automatically measurement bias.",Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/pdf-3.pdf,2a45730009de55f8953ed7f8d3e052d8e3a72e2ee51620b4ed800fcc67542b89,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Szmit_2021.txt,Table 2 / primary outcome,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0351,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0367,V33-OD-0367,Yu 2020,Resting pain VAS,POD1 (~24 h),Preoperative TEAS vs Control/no current (electrodes applied),30.0/30.0,Some concerns,Low,Low,Low,Some concerns,Some concerns,Computer table and nurse allocation; concealment safeguards insufficiently detailed.,"Only acupuncturist informed, gel electrodes in same setting; clinical staff and participants masked.",60/60 retained.,Blinded collector BN administered questionnaires and collected outcomes.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/s13063-019-3892-4.pdf,12fbd503870f7f12216ff5f2544b159c66fecd557d4838bcabceec1aa151fb69,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yu_2020.txt,Table 2 (VAS scores); abstract Results,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0367,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0371,V33-OD-0371,Yao 2015,Postoperative nausea,0-24 h postoperative,Preoperative TEAS vs Control/no current,35.0/36.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,Computer sequence and sequentially numbered opaque envelopes.,"Patients, anaesthetists, surgeons, nurses and collectors masked.",3/74 omitted for protocol breach; nature not sufficient to establish absence of symptom-related missingness.,Masked postoperative nausea/vomiting collection.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,retrieved_pdfs/039_yao_2015.pdf,769574c60b55724c5f5d1bb988ebb6cbd252be9b95734e3b11bf61bf5ae9272f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yao_2015.txt,Table 3 (Nausea),10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0371,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0372,V33-OD-0372,Yao 2015,Postoperative vomiting,0-24 h postoperative,Preoperative TEAS vs Control/no current,35.0/36.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,Computer sequence and sequentially numbered opaque envelopes.,"Patients, anaesthetists, surgeons, nurses and collectors masked.",3/74 omitted for protocol breach; nature not sufficient to establish absence of symptom-related missingness.,Masked postoperative nausea/vomiting collection.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,retrieved_pdfs/039_yao_2015.pdf,769574c60b55724c5f5d1bb988ebb6cbd252be9b95734e3b11bf61bf5ae9272f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yao_2015.txt,Table 3 (Vomiting),10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0372,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0376,V33-OD-0376,Zhu 2022,Intraoperative remifentanil,Intraoperative,EA day before surgery vs Usual care alone,101.0/101.0,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,"Computer sequence in opaque envelopes, but patient envelope selection leaves sequence implementation concerns.",Usual-care participants unblinded; recovery care/reporting could differ.,"13/413 omitted; limited fraction; reported EM handling, but complete-case denominators used here.",Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhu_2022.txt,Table 1 (Intraoperative remifentanil),10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0376,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0377,V33-OD-0377,Zhu 2022,Intraoperative remifentanil,Intraoperative,EA 30 min before surgery vs Usual care alone,98.0/101.0,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,"Computer sequence in opaque envelopes, but patient envelope selection leaves sequence implementation concerns.",Usual-care participants unblinded; recovery care/reporting could differ.,"13/413 omitted; limited fraction; reported EM handling, but complete-case denominators used here.",Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhu_2022.txt,Table 1 (Intraoperative remifentanil),10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0377,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0378,V33-OD-0378,Zhu 2022,Intraoperative remifentanil,Intraoperative,EA day before + 30 min before vs Usual care alone,100.0/101.0,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,"Computer sequence in opaque envelopes, but patient envelope selection leaves sequence implementation concerns.",Usual-care participants unblinded; recovery care/reporting could differ.,"13/413 omitted; limited fraction; reported EM handling, but complete-case denominators used here.",Objective intraoperative dose recorded by masked anaesthesia team; each active arm linked separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Zhu_2022.txt,Table 1 (Intraoperative remifentanil),10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0378,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0379,V33-OD-0379,Pan 2023,Intraoperative remifentanil,Intraoperative,TEAS vs Control/usual care,52.0/53.0,Some concerns,Some concerns,High,High,Some concerns,High,"Random grouping reported, allocation concealment insufficiently documented.",No credible stimulation sham; protocol-deviation exclusions and possible differential care.,"Fig 3 (PDF p5): 60/60 allocated before exclusions for external analgesia, PCIA and surgery changes. 105 analysed; arm exclusion sums conflict with final 52/53. Informative missingness likely.",Unblinded/no-sham intraoperative setting; anaesthetist-titrated remifentanil likely affected by knowledge of treatment. Generic double-blind wording does not establish anaesthetist masking.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,"Table 2 (Duration Remifentanil, ug)",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0379,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V33-OD-0380,V33-OD-0380,Yang 2020,Time to first defecation,Postoperative,EA + usual care vs Usual care,29.0/28.0,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,SPSS sequence in sealed envelopes; opacity and recruiter independence not adequately detailed.,"Participants/provider unblinded, anaesthetists/assessors masked; possible differential recovery care.","Two omissions from 59 (one no PVB, one preoperative withdrawal); limited missingness.",Open-label patient reporting may affect nausea and GI times; observed vomiting considered separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2020.txt,Abstract Results; GI recovery table,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V33-OD-0380,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
V38-V34-OD-0759,V34-OD-0759,Yang 2024,Postoperative nausea,0-24 h after surgery,Perioperative EA + usual care vs Usual care,90.0/90.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Computer sequence and sequentially numbered opaque sealed envelopes.,Open participant treatment with masked outcome staff; recovery behaviour and laxative co-interventions require caution.,180 ITT participants with three withdrawals; little missing outcome information.,Unblinded patient reporting of nausea may be influenced; not conflated with observed vomiting or bowel-timing judgment.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2024.txt,Table 3 (0-24 h after surgery); Methods (recording windows); Results text,10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-V34-OD-0759,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted
