result_id,outcome,timepoint,contrast,population,n_i,n_c,rob2_assessment_id,linkage_status,overall,d1,d2,d3,d4,d5,selection_rule,alternative_assessments,provenance,human_final_signoff,models
AUDIT-0234,Vomiting,Within 48 h after surgery,V34_B3_036,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0235,Vomiting,Within 48 h after surgery,V34_B3_037,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0236,Additional antiemetic requirement,Within 48 h after surgery,V34_B3_038,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0237,Additional antiemetic requirement,Within 48 h after surgery,V34_B3_039,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0238,Additional antiemetic requirement,Within 48 h after surgery,V34_B3_040,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0239,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,V34_B3_041,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0240,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,V34_B3_042,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0241,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,V34_B3_043,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0242,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,V34_B3_044,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0243,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,V34_B3_045,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0244,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,V34_B3_046,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0245,Extubation time,Postoperative,V34_B3_047,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0246,Extubation time,Postoperative,V34_B3_048,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0247,Extubation time,Postoperative,V34_B3_049,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0248,Length of stay in PACU,Postoperative,V34_B3_050,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0249,Length of stay in PACU,Postoperative,V34_B3_051,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0250,Length of stay in PACU,Postoperative,V34_B3_052,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0251,Time to first postoperative flatus,Postoperative,V34_B3_053,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025
AUDIT-0252,Time to first postoperative flatus,Postoperative,V34_B3_054,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025
AUDIT-0253,Time to first postoperative flatus,Postoperative,V34_B3_055,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025
AUDIT-0254,Time to first postoperative defecation,Postoperative,V34_B3_056,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;defecation_TEAS_sham
AUDIT-0255,Time to first postoperative defecation,Postoperative,V34_B3_057,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;defecation_TEAS_sham
AUDIT-0256,Time to first postoperative defecation,Postoperative,V34_B3_058,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;defecation_TEAS_sham
AUDIT-0257,TEAS-related side effects,0–48 h postoperative,V34_B3_059,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0258,TEAS-related side effects,0–48 h postoperative,V34_B3_060,Available-case/completer analysis,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0259,TEAS-related side effects,0–48 h postoperative,V34_B3_061,Available-case/completer analysis,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0260,Mean resting VAS over first 24 h,0–24 h mean across 6-hourly assessments,V34_B3_062,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0261,Mean resting VAS over first 24 h,0–24 h mean across 6-hourly assessments,V34_B3_063,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0262,Resting VAS,6 h,V34_B3_064,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0263,Resting VAS,12 h,V34_B3_065,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0264,Resting VAS,18 h,V34_B3_066,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0265,Resting VAS,24 h,V34_B3_067,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0266,Resting VAS,6 h,V34_B3_068,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0267,Resting VAS,12 h,V34_B3_069,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0268,Resting VAS,18 h,V34_B3_070,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0269,Resting VAS,24 h,V34_B3_071,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0270,PONV,0–24 h,V34_B3_072,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0271,PONV,0–24 h,V34_B3_073,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0272,Drowsiness,0–24 h,V34_B3_074,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0273,Drowsiness,0–24 h,V34_B3_075,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0274,Pruritus,0–24 h,V34_B3_076,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0275,Pruritus,0–24 h,V34_B3_077,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0276,Postoperative IV PCA morphine in interval,0–6 h,V34_B3_078,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0277,Postoperative IV PCA morphine in interval,12–18 h,V34_B3_079,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0278,Postoperative IV PCA morphine in interval,18–24 h,V34_B3_080,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0279,Postoperative IV PCA morphine in interval,0–6 h,V34_B3_081,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0280,Postoperative IV PCA morphine in interval,12–18 h,V34_B3_082,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0281,Postoperative IV PCA morphine in interval,18–24 h,V34_B3_083,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0282,Time to first verbal response,Immediate postoperative recovery,V34_B3_084,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0283,Time to first verbal response,Immediate postoperative recovery,V34_B3_085,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0284,Time to extubation,Immediate postoperative recovery,V34_B3_086,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0285,Time to extubation,Immediate postoperative recovery,V34_B3_087,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0286,NRS at rest,24 h after surgery,V34_B3_088,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0287,NRS at rest,24 h after surgery,V34_B3_089,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0288,NRS at cough,24 h after surgery,V34_B3_090,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0289,NRS at cough,24 h after surgery,V34_B3_091,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0290,Demand for rescue parecoxib,0–24 h,V34_B3_092,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0291,Demand for rescue parecoxib,0–24 h,V34_B3_093,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0292,Nausea incidence,0–24 h,V34_B3_094,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;nausea24_TEAS_sham
AUDIT-0293,Nausea incidence,0–24 h,V34_B3_095,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;nausea24_TEAS_sham
AUDIT-0294,Vomiting incidence,0–24 h,V34_B3_096,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;vomiting24_TEAS_sham
AUDIT-0295,Vomiting incidence,0–24 h,V34_B3_097,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;vomiting24_TEAS_sham
AUDIT-0296,PONV severity score,0–24 h,V34_B3_098,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0297,PONV severity score,0–24 h,V34_B3_099,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0298,Analgesia satisfaction score,By 24 h after surgery,V34_B3_100,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0299,Analgesia satisfaction score,By 24 h after surgery,V34_B3_101,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0300,Post-mastectomy chronic pain incidence,3 months,V34_B3_102,Intention-to-treat,198.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0301,Post-mastectomy chronic pain incidence,3 months,V34_B3_103,Intention-to-treat,190.0,188.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0302,NRS among participants reporting chronic pain,3 months,V34_B3_104,Subset with chronic pain,70.0,75.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0303,NRS among participants reporting chronic pain,3 months,V34_B3_105,Subset with chronic pain,58.0,75.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0304,NRS among participants reporting chronic pain,6 months,V34_B3_106,Subset with chronic pain,72.0,65.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0305,NRS among participants reporting chronic pain,6 months,V34_B3_107,Subset with chronic pain,42.0,65.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0306,VAS pain intensity,48 h,V34_B3_108,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0307,Hospital stay,Postoperative hospitalization,V34_B3_109,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0308,Extubation time,Immediate postoperative recovery,V34_B3_110,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0309,Recovery-room stay >30 min,Immediate postoperative recovery,V34_B3_111,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0310,Perioperative neurocognitive disorder (PND),POD7,V34_B3_112,Available-case analysis; source denominator inconsistencies noted,,,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0311,Stomach pain and distension,Postoperative,V34_B3_113,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0312,Postoperative hypotension,Postoperative,V34_B3_114,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0313,Postoperative hypertension,Postoperative,V34_B3_115,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0314,Tachycardia/bradycardia,Postoperative,V34_B3_116,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0315,Hypoxemia,Postoperative,V34_B3_117,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0316,Headache and vertigo,Postoperative,V34_B3_118,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0317,Delirious agitation,Postoperative,V34_B3_119,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0318,Postoperative IV PCA morphine in interval,6–12 h,V34_B3_120,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0319,Alfentanil requirement rate,Intraoperative,V34_B3_121,All randomized/analyzed,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0320,PONV incidence,0–2 h,V34_B4_001,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0321,PONV incidence,2–6 h,V34_B4_002,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0322,PONV incidence,24–36 h,V34_B4_003,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0323,Vomiting incidence,0–6 h combined,V34_B4_004,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0324,PONV incidence,6–12 h,V34_B4_005,Complete analysis within MNVP risk stratum,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0325,PONV incidence,12–24 h,V34_B4_006,Complete analysis within MNVP risk stratum,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0326,PONV incidence,24–36 h,V34_B4_007,Complete analysis within MNVP risk stratum,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0327,Postoperative pain VAS,2 h,V34_B4_008,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0328,Postoperative pain VAS,6 h,V34_B4_009,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0329,Postoperative pain VAS,12 h,V34_B4_010,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0330,Postoperative pain VAS,24 h,V34_B4_011,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0331,Postoperative pain VAS,36 h,V34_B4_012,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0332,Nausea incidence,0–2 h,V34_B4_013,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0333,Nausea incidence,2–4 h,V34_B4_014,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0334,Nausea incidence,4–6 h,V34_B4_015,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0335,Nausea incidence,6–24 h,V34_B4_016,Modified intention-to-treat / completer analysis reported in Table 1,42.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
